-0.58331877	-0.9930514	-0.26804942	0.11709664	1.6351787	0.10674957	-0.4611968	-0.70658743	-0.6418536	-1.6495519	-1.4976501	1.1147057	-0.24014246	-0.04764031	0.44951817	-2.110896	-0.2182624	1.8778939	1.3453027	-2.164634	-0.03154573	-0.7639866	0.10826032	-0.24302731	-0.25904417	-1.2821006	1.356953	-0.8338976	-1.473038	-0.47929844	-0.098927476	-1.6848396	1.300601	0.09826626	0.8037258	-0.1365676	0.723478	-1.2436676	-0.17297357	-1.0981889	-0.07103413	1.6015817	0.62018776	0.46285358	0.24840686	1.8650812	-2.2994041	-0.07987433	0.49668914	-0.63394326	0.11021035	-0.30844295	-0.839578	0.33783695	0.79035145	-0.86662245	-0.014670248	-0.04307394	-0.0791217	0.09766139	0.6316834	-0.9852377	-0.89442825	0.8228188
-0.094964705	1.0073309	0.74141985	1.2972511	-0.7054785	0.33294043	0.2783202	0.19599058	0.6679515	0.92811453	-0.2648806	-0.12006553	1.3009163	-0.7059668	2.1347885	1.5291386	0.46853796	-0.0840784	-0.29604748	-0.6320909	0.79468703	0.03496891	-0.9600808	-1.9884983	-0.35746995	-0.28666067	0.24425988	0.30935615	0.38329825	0.5396923	1.5882312	-0.34695476	1.5239285	0.32442093	0.13393342	0.04687211	0.29386973	2.1097646	-0.6186346	0.2469641	0.5488894	-0.031579167	-0.12928957	0.9336389	-1.3337027	0.6917852	1.3731	-0.18024646	0.6784309	-1.1960826	-0.14961208	0.9071931	0.6224031	0.2298274	-0.40931496	-0.4614767	1.236972	-2.4185042	0.7852407	0.3554391	2.072395	1.0099164	0.054587502	-0.6974985
0.9113973	1.4475312	1.2666031	0.11531451	-0.77481484	0.46866834	1.7580479	0.8303914	-2.157482	0.37951937	0.1204872	0.2977288	-1.3864545	1.5232594	0.6270727	0.42323205	-0.84003395	-0.5891526	-0.8188956	1.0023123	1.7929096	-1.7737019	-0.53088015	1.8100559	-0.2906039	-0.5185543	-1.7229463	-0.12491574	0.86965764	-0.18046209	0.56474364	-1.8796763	0.09299626	1.6231202	0.87664163	-0.61887634	2.0527906	0.4036478	0.14200634	-0.39709204	-0.41132435	0.44276658	0.0032249582	0.04300807	0.115401156	-0.48658505	0.58641285	0.042962816	-2.271273	-0.82759076	1.1873467	0.89174485	0.561445	0.61900246	0.045324672	1.5814973	0.81120795	1.0886885	1.1576465	-0.007887933	0.34889817	-1.1970363	-0.9131056	0.046475064
0.4753514	-2.0006633	-2.2786	-0.856576	-0.08611228	-1.2079484	0.7853703	-0.75392157	0.39367166	0.17757852	-0.7607202	-0.9225634	-0.67813444	-1.1562958	-0.3504206	0.7472043	0.019421788	0.77895534	0.24208236	0.05315419	1.8078334	1.331608	1.4759941	1.1012118	-0.7459328	-1.2640764	-0.44701436	-0.8491282	-1.0255909	1.1804115	0.5243577	-0.19603884	-0.67659056	1.0017273	-0.18803449	-0.32692224	-0.59602886	1.0956777	-0.60755575	-0.20555986	-0.7651083	0.4410026	0.48107943	2.8929453	-0.015933175	1.0818934	0.08431011	-0.28969553	-0.5527786	0.5326891	0.75551975	1.9808599	-0.21527137	-0.4149219	-1.9323443	-1.0450819	-0.18982229	-1.4732612	-0.45820642	0.73274934	0.9739614	1.0504102	-1.1498195	-0.60872775
1.3519887	0.2693799	-0.018364618	-0.10889791	0.41638985	0.31283078	-0.9917963	0.25251684	0.25749606	-0.23938093	-0.16845113	-0.70966685	1.2945147	0.3593025	0.22481425	1.1262712	0.3202449	0.72391945	-0.83122534	-0.5240992	0.6765714	-0.17444064	0.1892926	-1.2714189	0.7045935	-0.5405006	-0.55718184	-0.3167609	0.60944754	-0.59850276	-0.18942845	-1.0509641	-0.81087387	-0.6732958	-0.054830775	-1.2844223	1.4380239	-0.1281256	0.06656413	-0.07567787	-0.11910668	1.0020535	0.8559972	0.84927523	1.1357454	0.5793505	-0.964178	0.56464124	0.60330176	-0.80233383	-0.65819764	1.2727218	-0.95481104	1.1946198	-1.4125464	1.1170874	1.8192868	-0.27637535	0.29558328	-0.995499	-1.3387109	-1.5476023	1.1762613	-0.47271767
-0.52314407	0.7711697	1.2211071	0.6419552	0.7374376	-1.3916491	0.11320279	-2.1396778	-0.1566161	-1.4599314	1.2409129	0.39400962	2.3343158	1.428391	-2.2776241	1.9833912	0.080821134	1.0160731	-0.39750397	-0.59428227	0.6652664	0.7905089	-0.6589273	-0.03614567	0.46717831	0.53292537	0.8558708	0.6637575	-0.23081611	-1.3861946	-0.6366543	-0.47366562	1.0310209	-0.67536604	0.8203452	0.23265667	0.68526006	0.9822903	0.04524638	-0.72911936	-0.89828056	-0.60180485	-0.17973779	-0.87243444	-0.19345021	1.4264559	0.008538303	-1.5486864	0.5309882	0.1845559	-0.1568641	-0.22406256	0.3727924	0.85515434	0.04274284	1.8222933	1.1111094	0.9275101	-0.08942088	-0.06727814	1.1433556	0.13312195	-1.3345878	-0.26433387
-1.2861679	-1.6736646	0.030656917	-1.9436256	1.9740169	-1.3595511	0.6241022	-0.79633063	-0.15419056	0.95343953	-2.1243699	-0.2901916	0.08176042	0.5368349	0.029367847	-0.8421004	-0.046679202	1.6218965	0.3815403	-0.671157	1.5045156	0.5081716	0.42482916	-0.20870943	2.4301624	-1.2642903	0.5018939	-0.38734213	-0.3353943	1.4153818	-1.0156369	-1.1515341	1.1044506	0.6883601	1.1014161	-0.31108603	-0.010614097	-1.1823697	0.8953137	-0.45879608	0.5182222	-0.86202335	-0.86705154	-1.1186033	0.06918806	1.0984931	0.57739097	-0.01415534	-0.48714793	0.7141152	0.8776107	-1.2679894	1.2893369	1.7127274	-1.4222096	-0.033111963	0.1607214	-0.12720396	-1.9019588	-0.7270666	-1.3834932	0.32897043	1.0256989	-1.1695477
-0.0063134157	0.27348208	-0.7586257	1.2569852	-0.66081685	-0.24643932	1.161946	1.0821232	1.3135974	-0.67844474	0.9214837	1.0674576	-0.2775961	-2.2337408	1.9669696	0.905454	0.6085891	0.11365306	1.5236278	-1.8358678	-0.17148612	-0.7351419	0.35658813	1.6343633	1.3522309	0.21858214	0.24162938	1.5375922	1.4534019	-0.7099085	1.8520399	1.2905794	3.0976553	-0.46666455	-0.20193692	1.5347722	1.0117563	0.25728476	-1.3153554	-0.40085876	-0.9821036	0.39614627	0.61146075	-0.63620126	1.3458083	-0.59269595	0.25157154	0.70750546	0.97004956	-0.15054551	0.16995493	-0.38588092	-0.21885543	0.115001835	0.72186637	1.4141843	1.2660915	-1.4698608	0.2658219	2.76249	-0.67343384	1.2241504	0.0570911	0.45427856
-0.60790634	0.96592647	-0.22435264	0.8653799	-0.6619324	0.99045944	-1.4495336	0.83661586	0.43524307	-0.07566368	-0.7428843	-0.43438056	-0.9221434	0.7541549	-2.1596637	-0.73370016	0.36587873	-0.09193982	0.9953541	-1.9806299	-0.77374154	0.36427557	-0.040195245	0.94499224	-0.8183741	-0.7129935	0.4465861	1.2461717	-0.08939636	0.68668664	0.06916493	-0.5737226	0.38079962	-0.11174519	-0.03457014	-0.7002931	1.0322592	-0.9226987	1.2728713	0.8324893	-0.6197913	0.93129027	0.5973189	0.4856748	1.1989671	-1.6310992	0.4505095	-0.33879378	0.45267904	0.43812904	-0.07977923	1.9468633	-0.38956565	0.6251249	-1.2538044	0.6249826	2.102729	0.5109268	-0.84185714	0.45318982	-0.108902626	-0.22261463	0.23845708	-0.31109983
-1.0603249	0.630759	0.8785135	2.0993066	-0.29502815	-0.623227	-1.9604856	-0.11010719	-1.2340606	-1.6307294	1.2646533	0.7089054	2.572126	-0.63425237	-0.97416633	-0.6811238	-0.09198062	0.3460471	0.47125095	0.60787207	-0.54538685	1.5138661	0.60450494	-1.0451117	-0.030810729	-0.7253599	-0.78793037	-0.17997648	-1.276306	-2.1669855	-2.1227696	-0.49260727	-0.38540906	-0.07335433	1.5355599	-1.5595344	-0.20391314	-0.35048747	1.0095909	-1.1524155	-0.46069518	0.69288135	0.8423592	0.6862643	0.5552298	0.47700238	0.6836226	0.47883794	0.48042253	-0.60042816	-0.0794012	0.5805594	0.5385446	-1.2893958	0.64550364	0.9814099	-0.7697829	0.67996883	0.5119798	-1.876823	0.75029725	0.85805583	-0.2802724	-0.70863503
